description,review_majority,food_aspect_majority,ambiance_aspect_majority,service_aspect_majority,noise_aspect_majority,cleanliness,price,location,menu variety,waiting time,waiting area,parking,wi-fi,kids-friendly
"The food presentation was great. Taste is more important to me. Service was very good, very attenative",4,unknown,unknown,Positive,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
diappointing time on Mother's Day. The chef did not know how to cook a steak. Anything & everything was average at best. The place was so loud and crowded you couldn't converse with the people at your own table.,2,Negative,unknown,unknown,Negative,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Waiter was just shy of obnoxious. Wines overpriced. Food underwelming. There was very nice background music played at a good level.,2,Negative,unknown,Negative,Positive,unknown,Negative,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Food was ordinary. Couldn't understand why it is rated as the #1 Italian Restaurant in Scottsdale. Super loud. Will not be returning.,2,Negative,unknown,unknown,Negative,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
"Over hyped and overpriced! The wait staff was slow. Pizza was good but I've had better. Five dollars for small coke was outrageous! For a dollar more, I could have gotten a beer!!",2,Positive,unknown,Negative,unknown,unknown,Negative,unknown,unknown,Negative,unknown,unknown,unknown,unknown
Great for theatre...really loud...but waiter was no where to be found a lot.,3,unknown,no majority,Negative,Negative,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
"This was our best visit yet. You owe it to yourself to eat here, if you live in the neighborhood, there is no excuse, other than the bad ambiance!",4,Positive,Negative,unknown,unknown,unknown,unknown,Negative,Positive,unknown,Negative,unknown,unknown,unknown
consistent cooking. this time the dishes were perfectly salter. we will be back soon,no majority,Positive,unknown,unknown,unknown,unknown,unknown,Positive,unknown,unknown,unknown,unknown,unknown,unknown
"Not a lovely atmosphere, and the food is terrible. Too bad. Service was mediocre.",2,Negative,Negative,Negative,unknown,unknown,unknown,Negative,unknown,unknown,Negative,unknown,unknown,unknown
"Simply put it was perfectly quiet, It is the designers fault, the acoustics are great. It was not a question of quiet music. Everyone was able to speak normally at their dinner companions.",4,unknown,no majority,unknown,Positive,unknown,unknown,Positive,unknown,unknown,Positive,unknown,unknown,unknown
"carmel roll was wonderful! ambiance was boring.
hostess could have been more friendly, and a little smarter.",3,Positive,Negative,Negative,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
"The food and ambiance were not great, however it got so loud at times that it was impossible to hear what was said at the table. Left with a headache from the noise.",no majority,Positive,Negative,unknown,Negative,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Not really impressed.  Wouldn't return again.,no majority,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Negative,unknown,unknown,unknown,unknown,unknown
I liked that the table was ready for us at the exact time we asked for but the servers kept us waiting,3,unknown,unknown,Negative,unknown,unknown,unknown,unknown,unknown,Negative,unknown,unknown,unknown,unknown
"The view is beautiful, but service.",3,unknown,Positive,Negative,unknown,unknown,unknown,Positive,unknown,unknown,unknown,unknown,unknown,unknown
"Our food server was the friendliest! ... great day for her, I guess!",4,unknown,unknown,Positive,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Very expensive restaurant with mediocre service. Dinner bill for 3 including an inexpensive bottle of wine was close to $275 including tip. First and last trip.,2,unknown,unknown,Negative,unknown,unknown,Negative,unknown,unknown,unknown,unknown,unknown,unknown,unknown
"Our experience at Avalon was wonderful. The set menu for Valentine's day offered enough choices and the antipasto was amazing. The ambiance was difficult to ignore because it was disruptive, but the staff were excellent.",4,Positive,Negative,Positive,unknown,unknown,unknown,Positive,Positive,unknown,unknown,unknown,unknown,unknown
Wine list carries wine without a cork. Customer was not advised of that and I think it should. Calming atmsphere.,3,unknown,Positive,Negative,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
"Food was not enjoyable nor memorable. Given the prices, I want to be wowed, and I was not! Don't sit in the front room because the bar area gets very loud. Will not go back.",1,Negative,unknown,unknown,Negative,unknown,Negative,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Another disgusting meal. We have never been satisfied!,1,Negative,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Bacchus was quite disorganized when we arrived. We decided not to stay but will try it again another time.,no majority,unknown,Negative,Negative,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
"Ehh. Tourist place. I wouldn't go back. Sequoia is great on a nice day or night so you can walk around by the waterfront before or after. I did love the fact that it was pretty quiet inside. Other than that, it's mediocre at best.",2,unknown,no majority,unknown,Positive,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
"The service was attentive, well-informed and helped make it a pleasant evening for a large group. Everyone disliked the food though.",2,Negative,unknown,Positive,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
"Our server, Josh, was extremely proficient and very attentive. Thank you very much.",5,unknown,unknown,Positive,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Food was not good but had reasonable prices--Monday & Tuesday wine special-$10 per bottle is a favorite--,3,Negative,unknown,Positive,unknown,unknown,Positive,unknown,unknown,unknown,unknown,unknown,unknown,unknown
"Food was excellent
Service was not good at all and definitely not at par with pricing.",3,Positive,unknown,Negative,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
"Not our first time, we returned for a celebration. There is no place better in Boston and ranks with the best anywhere.",5,unknown,Positive,unknown,unknown,Positive,unknown,Positive,Positive,unknown,unknown,unknown,unknown,unknown
"We had a great time on Valentine's Day. Hostess was pleasant and accomodating. We were seated a few minutes before our reserved time.
Food was delicious and service was very good.",5,Positive,unknown,Positive,unknown,unknown,unknown,Positive,unknown,Positive,unknown,unknown,unknown,unknown
"Delectable and savory food! Great for large groups, but so loud, no one could hear each other.",no majority,Positive,Negative,unknown,Negative,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
We arrived late in the evening and were rushed through a dinner that was very disappointing ... The decor really hurt my eyes. We will probably not return.,2,unknown,Negative,Negative,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
too noisy...I went there for a business lunch and it was just too noisy.,no majority,unknown,unknown,unknown,Negative,unknown,unknown,Negative,unknown,unknown,unknown,unknown,unknown,unknown
"unfortunately, there was a crush of people waiting for the second seating -- definitely impacted those poor diners who were seated near the front door. There needs to be a more defined waiting area.  Tables at least were surrounded by a pleasing atmosphere.",no majority,unknown,Positive,unknown,Negative,unknown,unknown,unknown,unknown,Negative,Negative,unknown,unknown,unknown
"Our service was BAD! The food nothing special. Will never go back, especially because the noise was overwhelming. Bobby Flay must never show up to check it out for himself",1,Negative,unknown,Negative,Negative,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
One of my favorite restaurants. The decor is wonderful with beautiful paintings lining the walls. I travel from the Hartford CT area to dine there!,5,unknown,Positive,unknown,unknown,unknown,unknown,Positive,unknown,unknown,Positive,unknown,unknown,unknown
"Food was really great, I got the rib-eye wife go the scallops. One of the worst steaks I have ever paid money for. The wine choices are good though. I would never suggest it for dinner to anyone.",4,Positive,unknown,unknown,unknown,unknown,unknown,unknown,Positive,unknown,unknown,unknown,unknown,unknown
I keep wishing the noise level were just a bit lower. It's not a good place to go if you really want to talk with friends.,2,unknown,unknown,unknown,Negative,unknown,unknown,Negative,unknown,unknown,Negative,unknown,unknown,unknown
"I have been to Cafe Milano a few times before. Fortunately, it seems that their food and service has improved. I definitley would  recommend it.",4,Positive,unknown,Negative,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
"A bit of a disappointment. The service was terrible, and even had to wait despite having a reservation.",no majority,unknown,unknown,Negative,unknown,unknown,unknown,unknown,unknown,Negative,unknown,unknown,unknown,unknown
Seafood platter was way over fried and shrimp dinner was tasteless. Service was good but not exceptional considering the number of servers that were standing around. Restaurant was gorgeous though.,3,Negative,Positive,Positive,unknown,unknown,unknown,Positive,unknown,unknown,unknown,unknown,unknown,unknown
"Overpriced and over seasoned. Breaded asparagus good, sauce for spear fish excellent. Small portion size for filet/shrimp combo plate, not flavorful. Thankfully we had a lovely waitress.",3,Negative,unknown,Positive,unknown,unknown,Negative,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Service not very good. Had to wait close to an half hour for our reservation in a very crowded space. Food wasn't anything special.,no majority,Negative,Negative,Negative,unknown,unknown,unknown,unknown,unknown,Negative,Negative,unknown,unknown,unknown
$40 for a salad and one glass of wine! Really?,1,Negative,unknown,unknown,unknown,unknown,Negative,unknown,unknown,unknown,unknown,unknown,unknown,unknown
The food is what you would expect from this chain. Decent. No complaints though. The service however was not good. The staff was more concerned about playing Golden Tee than with my food and drink.,2,Positive,unknown,Negative,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
"The cost to value ratio is way out of whack. Unusually expensive for what you get.
Overrated. I did not enjoy the experience and will not return..",1,Negative,unknown,unknown,unknown,unknown,Negative,unknown,unknown,unknown,unknown,unknown,unknown,unknown
